0,1603613018112,1603613018699,587,0.9997
2,1603613020177,1603613020940,763,0.9960
4,1603613022238,1603613023040,802,0.9967
6,1603613024302,1603613025091,789,0.9951
8,1603613026378,1603613027200,822,0.9978
10,1603613028439,1603613029206,767,0.9950
12,1603613030507,1603613031336,829,0.9960
14,1603613032571,1603613033351,780,0.9946
16,1603613034652,1603613035464,812,0.9976
18,1603613036710,1603613037478,768,0.9947
20,1603613038764,1603613039365,601,0.9996
21,1603613039799,1603613040481,682,0.9958
22,1603613040820,1603613041524,704,0.9964
23,1603613041846,1603613042547,701,0.9951
24,1603613042865,1603613043658,793,0.9978
26,1603613044919,1603613045697,778,0.9948
28,1603613046975,1603613047793,818,0.9960
30,1603613049032,1603613049809,777,0.9944
32,1603613051123,1603613051956,833,0.9975
34,1603613053179,1603613053942,763,0.9946
36,1603613055240,1603613055841,601,0.9996
37,1603613056268,1603613056967,699,0.9958
38,1603613057303,1603613057983,680,0.9964
39,1603613058322,1603613058989,667,0.9951
40,1603613059339,1603613060093,754,0.9978
42,1603613061383,1603613062138,755,0.9949
44,1603613063443,1603613064251,808,0.9960
46,1603613065499,1603613066265,766,0.9945
48,1603613067562,1603613068386,824,0.9975
50,1603613069616,1603613070383,767,0.9947
52,1603613071676,1603613072282,606,0.9996
53,1603613072708,1603613073374,666,0.9958
54,1603613073733,1603613074416,683,0.9964
55,1603613074753,1603613075391,638,0.9951
56,1603613075772,1603613076518,746,0.9978
58,1603613077825,1603613078596,771,0.9948
60,1603613079884,1603613080678,794,0.9959
62,1603613081933,1603613082697,764,0.9945
64,1603613083994,1603613084828,834,0.9975
66,1603613086057,1603613086813,756,0.9946
68,1603613088114,1603613088722,608,0.9996
69,1603613089146,1603613089823,677,0.9958
70,1603613090171,1603613090854,683,0.9963
71,1603613091192,1603613091853,661,0.9950
72,1603613092213,1603613092969,756,0.9977
74,1603613094258,1603613095032,774,0.9948
76,1603613096337,1603613097141,804,0.9959
78,1603613098398,1603613099168,770,0.9944
80,1603613100468,1603613101311,843,0.9975
82,1603613102528,1603613103283,755,0.9947
84,1603613104585,1603613105195,610,0.9996
85,1603613105617,1603613106261,644,0.9959
86,1603613106641,1603613107354,713,0.9964
87,1603613107656,1603613108300,644,0.9951
88,1603613108673,1603613109418,745,0.9978
90,1603613110736,1603613111447,711,0.9949
91,1603613111761,1603613112431,670,0.9960
92,1603613112779,1603613113519,740,0.9947
94,1603613114833,1603613115648,815,0.9975
96,1603613116885,1603613117662,777,0.9947
98,1603613118955,1603613119572,617,0.9996
99,1603613119987,1603613120649,662,0.9959
100,1603613121010,1603613121772,762,0.9963
102,1603613123063,1603613123840,777,0.9947
104,1603613125119,1603613125953,834,0.9976
106,1603613127183,1603613127924,741,0.9947
108,1603613129235,1603613130043,808,0.9958
110,1603613131299,1603613132090,791,0.9942
112,1603613133361,1603613134216,855,0.9974
114,1603613135424,1603613136219,795,0.9942
116,1603613137482,1603613138074,592,0.9996
117,1603613138512,1603613139231,719,0.9954
118,1603613139536,1603613140337,801,0.9960
120,1603613141595,1603613142408,813,0.9948
122,1603613143652,1603613144464,812,0.9976
124,1603613145712,1603613146484,772,0.9950
126,1603613147773,1603613148537,764,0.9959
128,1603613149844,1603613150615,771,0.9948
130,1603613151896,1603613152679,783,0.9975
132,1603613153959,1603613154712,753,0.9950
134,1603613156020,1603613156639,619,0.9996
135,1603613157055,1603613157687,632,0.9962
136,1603613158079,1603613158822,743,0.9966
138,1603613160121,1603613160859,738,0.9950
139,1603613161152,1603613161873,721,0.9977
141,1603613163197,1603613163998,801,0.9946
143,1603613165261,1603613166074,813,0.9956
145,1603613167319,1603613168154,835,0.9941
147,1603613169386,1603613170205,819,0.9973
149,1603613171449,1603613172244,795,0.9943
151,1603613173507,1603613174113,606,0.9996
152,1603613174538,1603613175257,719,0.9957
153,1603613175560,1603613176283,723,0.9963
154,1603613176581,1603613177251,670,0.9951
155,1603613177606,1603613178321,715,0.9977
157,1603613179650,1603613180454,804,0.9948
159,1603613181709,1603613182503,794,0.9959
161,1603613183772,1603613184562,790,0.9946
163,1603613185841,1603613186645,804,0.9975
165,1603613187906,1603613188691,785,0.9947
167,1603613189973,1603613190580,607,0.9996
168,1603613191002,1603613191734,732,0.9956
170,1603613193043,1603613193849,806,0.9960
172,1603613195103,1603613195918,815,0.9948
174,1603613197159,1603613197966,807,0.9975
176,1603613199223,1603613200029,806,0.9951
178,1603613201274,1603613202047,773,0.9959
180,1603613203328,1603613204087,759,0.9948
182,1603613205391,1603613206220,829,0.9974
184,1603613207446,1603613208244,798,0.9948
186,1603613209511,1603613210107,596,0.9996
187,1603613210544,1603613211217,673,0.9958
188,1603613211567,1603613212355,788,0.9965
190,1603613213626,1603613214423,797,0.9951
192,1603613215691,1603613216533,842,0.9978
194,1603613217751,1603613218477,726,0.9954
195,1603613218779,1603613219452,673,0.9962
196,1603613219796,1603613220493,697,0.9951
197,1603613220827,1603613221621,794,0.9976
199,1603613222871,1603613223731,860,0.9948
201,1603613224932,1603613225525,593,0.9996
202,1603613225967,1603613226710,743,0.9958
204,1603613228017,1603613228888,871,0.9960
206,1603613230082,1603613230898,816,0.9944
208,1603613232149,1603613233000,851,0.9973
210,1603613234210,1603613235050,840,0.9943
212,1603613236270,1603613237161,891,0.9955
214,1603613238330,1603613239216,886,0.9941
216,1603613240404,1603613241267,863,0.9974
218,1603613242457,1603613243254,797,0.9944
220,1603613244512,1603613245131,619,0.9996
221,1603613245542,1603613246268,726,0.9958
222,1603613246568,1603613247350,782,0.9960
224,1603613248617,1603613249454,837,0.9943
226,1603613250669,1603613251494,825,0.9974
228,1603613252726,1603613253540,814,0.9943
230,1603613254779,1603613255605,826,0.9955
