0,-1,263
0,0,48990
1,0,3876
2,0,4895
3,0,4142
4,0,10260
5,0,3742
6,0,4738
7,0,4301
8,0,11256
9,0,3816
10,0,46384
11,0,3669
12,0,4690
13,0,4115
14,0,9333
15,0,3548
16,0,4634
17,0,4162
18,0,10436
19,0,3655
20,0,46807
21,0,3621
22,0,4465
23,0,4047
24,0,9924
25,0,3665
26,0,4626
27,0,4190
28,0,10888
29,0,3499
30,0,45213
31,0,3488
32,0,4632
33,0,3901
34,0,9250
35,0,3351
36,0,4521
37,0,4014
38,0,10191
39,0,3421
40,0,46505
41,0,3299
42,0,4092
43,0,3994
44,0,9099
45,0,3280
46,0,4088
47,0,3627
48,0,10127
49,0,3350
50,0,44901
51,0,3509
52,0,4204
53,0,3669
54,0,8737
55,0,3280
56,0,4363
57,0,3917
58,0,10197
59,0,3471
60,0,46199
61,0,3668
62,0,4399
63,0,4001
64,0,9433
65,0,3507
66,0,4268
67,0,3726
68,0,10228
69,0,3470
70,0,43760
71,0,3870
72,0,4509
73,0,4122
74,0,9011
75,0,3403
76,0,4361
77,0,3885
78,0,9924
79,0,3688
80,0,45194
81,0,3536
82,0,4274
83,0,3671
84,0,9003
85,0,3193
86,0,4090
87,0,3797
88,0,9804
89,0,3001
90,0,43796
91,0,3305
92,0,3958
93,0,3642
94,0,7929
95,0,3000
96,0,3939
97,0,3367
98,0,9128
99,0,3136
100,0,44412
101,0,3056
102,0,3833
103,0,3674
104,0,8830
105,0,3052
106,0,4083
107,0,3760
108,0,9625
109,0,3234
110,0,43338
111,0,3858
112,0,4747
113,0,4600
114,0,9978
115,0,4817
116,0,5774
117,0,5419
118,0,12035
119,0,4353
120,0,44301
121,0,3284
122,0,4058
123,0,3851
124,0,9507
125,0,2894
126,0,4264
127,0,3960
128,0,11070
129,0,3426
130,0,44221
131,0,3063
132,0,4112
133,0,3692
134,0,8263
135,0,3381
136,0,4219
137,0,3799
138,0,9693
139,0,3218
140,0,45679
141,0,3643
142,0,4463
143,0,4454
144,0,10585
145,0,4454
146,0,5344
147,0,4904
148,0,11879
149,0,4033
150,0,41891
151,0,3817
152,0,4424
153,0,3625
154,0,8636
155,0,2974
156,0,3974
157,0,3705
158,0,9731
159,0,3037
160,0,46015
161,0,2801
162,0,3548
163,0,3435
164,0,7646
165,0,2889
166,0,4630
167,0,4349
168,0,9803
169,0,3788
170,0,37203
171,0,7767
172,0,8138
173,0,6232
174,0,11749
175,0,4963
176,0,4974
177,0,4044
178,0,11954
179,0,2402
180,0,38857
181,0,3283
182,0,4560
183,0,4076
184,0,9444
185,0,4645
186,0,5303
187,0,4722
188,0,11212
189,0,4144
190,0,38009
191,0,2937
192,0,3134
193,0,2997
194,0,7725
195,0,2765
196,0,3361
197,0,3723
198,0,10226
199,0,5814
200,0,29731
201,0,9015
202,0,9687
203,0,8821
204,0,16130
205,0,6937
206,0,8506
207,0,7463
208,0,15324
209,0,6574
210,0,28427
211,0,6708
212,0,8436
213,0,7404
214,0,24787
215,0,3737
216,0,4385
217,0,3619
218,0,11988
219,0,3495
220,0,45206
221,0,4353
222,0,4763
223,0,4273
224,0,9980
225,0,3815
226,0,4786
227,0,4323
228,0,11095
229,0,3796
230,0,43875
231,0,3977
232,0,4779
