0,106,503894,0.9872
1,88,499420,0.9801
2,90,502833,0.9795
3,91,497183,0.9800
4,93,516700,0.9816
5,94,501754,0.9793
6,93,500317,0.9793
7,90,494775,0.9797
8,94,511192,0.9819
9,90,496468,0.9793
10,91,497255,0.9795
11,92,491934,0.9798
12,93,502809,0.9823
13,95,491256,0.9798
14,92,492423,0.9796
15,92,486740,0.9800
16,92,504585,0.9819
17,91,490069,0.9796
18,94,490389,0.9796
19,91,486668,0.9799
20,91,504137,0.9819
21,94,491410,0.9797
22,91,490469,0.9796
23,94,486327,0.9800
24,93,499806,0.9823
25,92,489066,0.9798
26,92,492022,0.9796
27,94,487396,0.9799
28,95,503828,0.9818
29,94,491073,0.9795
30,93,491147,0.9795
31,91,486156,0.9799
32,92,503237,0.9818
33,91,490298,0.9797
34,93,490304,0.9796
35,91,484874,0.9800
36,95,495131,0.9824
37,91,486233,0.9800
38,92,488686,0.9798
39,93,484588,0.9800
40,95,501026,0.9819
41,92,489645,0.9798
42,94,490735,0.9795
43,91,487260,0.9798
44,92,502465,0.9820
45,95,489572,0.9798
46,91,489127,0.9797
47,90,484501,0.9799
48,96,495660,0.9822
49,94,486137,0.9800
50,92,488040,0.9796
51,92,483963,0.9799
52,95,498910,0.9818
53,95,487364,0.9799
54,91,488064,0.9794
55,91,483926,0.9797
56,91,499679,0.9818
57,92,487579,0.9799
58,92,488912,0.9796
59,92,483638,0.9799
60,93,495425,0.9820
61,94,486257,0.9800
62,90,488102,0.9796
63,91,484134,0.9798
64,95,499949,0.9817
65,92,488222,0.9797
66,93,487914,0.9794
67,93,483603,0.9797
68,97,497199,0.9816
69,93,484736,0.9798
70,93,484475,0.9796
71,96,479688,0.9800
72,93,490513,0.9819
73,96,481329,0.9802
74,94,483085,0.9796
75,91,479496,0.9799
76,96,497585,0.9816
77,94,485783,0.9798
78,95,485268,0.9795
79,93,482009,0.9798
80,92,498806,0.9817
81,92,489843,0.9800
82,91,490200,0.9799
83,93,487270,0.9800
84,96,498245,0.9819
85,93,489577,0.9802
86,91,491018,0.9796
87,93,488368,0.9799
88,93,502676,0.9813
89,96,494032,0.9801
90,93,494453,0.9794
91,92,491032,0.9797
92,92,500835,0.9812
93,92,490575,0.9798
94,96,489585,0.9796
95,68,486002,0.9800
96,93,493762,0.9814
97,94,484336,0.9805
98,95,485750,0.9796
99,92,483400,0.9799
100,95,497826,0.9810
101,92,486631,0.9799
102,93,486230,0.9793
103,92,483682,0.9796
104,91,498562,0.9809
105,96,487843,0.9796
106,90,487341,0.9795
107,92,484039,0.9798
108,95,493003,0.9810
109,94,481291,0.9796
110,91,480519,0.9796
111,91,471751,0.9800
112,93,483187,0.9816
113,92,460135,0.9798
114,91,448747,0.9806
115,92,434848,0.9810
116,90,439175,0.9844
117,95,427411,0.9815
118,92,441650,0.9809
119,97,452105,0.9806
120,94,486205,0.9836
121,93,482682,0.9808
122,97,487730,0.9801
123,92,486929,0.9801
124,94,507468,0.9814
125,93,500053,0.9808
126,95,500656,0.9799
127,94,498726,0.9801
128,96,511362,0.9813
129,95,501027,0.9801
130,97,500517,0.9797
131,94,497424,0.9802
132,93,507674,0.9814
133,95,498593,0.9802
134,95,498717,0.9796
135,92,496270,0.9797
136,91,510181,0.9811
137,93,499198,0.9799
138,93,499046,0.9794
139,92,492315,0.9796
140,92,507871,0.9811
141,93,491261,0.9790
142,92,488909,0.9798
143,96,471383,0.9801
144,92,471460,0.9831
145,98,453494,0.9808
146,91,454049,0.9809
147,92,448250,0.9813
148,90,468259,0.9831
149,95,457039,0.9808
150,94,465443,0.9806
151,92,467958,0.9804
152,91,494485,0.9829
153,94,484262,0.9803
154,94,487434,0.9800
155,95,484764,0.9802
156,95,499315,0.9819
157,94,490532,0.9804
158,92,492256,0.9797
159,92,490278,0.9804
160,89,506018,0.9812
161,92,495904,0.9805
162,95,497218,0.9799
163,92,496015,0.9802
164,92,509967,0.9807
165,93,499698,0.9796
166,91,481613,0.9799
167,91,463635,0.9807
168,90,465586,0.9825
169,95,438253,0.9814
170,92,425203,0.9819
171,92,408520,0.9824
172,92,405813,0.9874
173,90,392882,0.9828
174,96,392174,0.9825
175,91,396172,0.9828
176,94,426859,0.9874
177,92,420746,0.9820
178,90,421565,0.9830
179,95,420006,0.9828
180,93,434448,0.9832
181,91,415757,0.9818
182,92,412856,0.9823
183,91,409092,0.9822
184,95,414362,0.9839
185,90,387618,0.9829
186,92,392276,0.9829
187,90,389649,0.9831
188,90,403410,0.9859
189,91,400686,0.9829
190,94,426193,0.9822
191,90,446685,0.9829
192,95,473529,0.9839
193,93,467002,0.9822
194,91,468884,0.9812
195,92,466081,0.9812
196,93,480555,0.9813
197,94,465756,0.9805
198,96,417961,0.9821
199,91,383780,0.9857
200,90,376916,0.9840
201,90,369471,0.9834
202,90,367521,0.9835
203,92,366247,0.9836
204,91,365325,0.9841
205,90,364381,0.9835
206,92,363291,0.9837
207,94,367944,0.9836
208,95,369911,0.9840
209,91,369459,0.9835
210,93,372772,0.9836
211,92,381858,0.9836
212,96,403760,0.9840
213,98,428482,0.9835
214,91,475616,0.9804
215,91,494209,0.9800
216,93,500956,0.9794
217,93,505277,0.9838
218,90,500552,0.9792
219,94,498416,0.9798
220,92,493530,0.9794
221,91,494198,0.9817
222,95,470887,0.9805
223,93,470558,0.9806
224,92,468665,0.9805
225,93,476358,0.9825
226,92,463592,0.9811
227,91,466898,0.9810
228,91,470996,0.9806
229,92,481171,0.9818
230,93,474206,0.9806
231,93,471362,0.9808
232,95,486105,0.9804
