0,1603614545179,1603614545578,399,0.8702
1,1603614546214,1603614546317,103,0.8705
2,1603614547233,1603614547386,153,0.8651
3,1603614548266,1603614548415,149,0.8637
4,1603614549301,1603614549500,199,0.8572
5,1603614550335,1603614550474,139,0.8636
6,1603614551370,1603614551527,157,0.8603
7,1603614552406,1603614552556,150,0.8592
8,1603614553438,1603614553649,211,0.8565
9,1603614554472,1603614554616,144,0.8612
10,1603614555509,1603614555903,394,0.8805
11,1603614556544,1603614556677,133,0.8736
12,1603614557575,1603614557728,153,0.8576
13,1603614558608,1603614558753,145,0.8651
14,1603614559647,1603614559832,185,0.8722
15,1603614560676,1603614560813,137,0.8687
16,1603614561713,1603614561869,156,0.8511
17,1603614562745,1603614562892,147,0.8608
18,1603614563778,1603614563979,201,0.8699
19,1603614564815,1603614564951,136,0.8660
20,1603614565850,1603614566248,398,0.8724
21,1603614566885,1603614567018,133,0.8738
22,1603614567922,1603614568069,147,0.8697
23,1603614568953,1603614569098,145,0.8679
24,1603614569988,1603614570183,195,0.8632
25,1603614571024,1603614571163,139,0.8671
26,1603614572056,1603614572209,153,0.8626
27,1603614573087,1603614573232,145,0.8621
28,1603614574115,1603614574318,203,0.8587
29,1603614575146,1603614575281,135,0.8638
30,1603614576180,1603614576574,394,0.8822
31,1603614577219,1603614577347,128,0.8751
32,1603614578248,1603614578396,148,0.8575
33,1603614579285,1603614579420,135,0.8653
34,1603614580314,1603614580502,188,0.8723
35,1603614581351,1603614581478,127,0.8689
36,1603614582382,1603614582532,150,0.8542
37,1603614583415,1603614583561,146,0.8615
38,1603614584449,1603614584644,195,0.8694
39,1603614585483,1603614585616,133,0.8654
40,1603614586520,1603614586911,391,0.8734
41,1603614587551,1603614587677,126,0.8750
42,1603614588587,1603614588725,138,0.8699
43,1603614589617,1603614589753,136,0.8685
44,1603614590649,1603614590835,186,0.8620
45,1603614591684,1603614591810,126,0.8678
46,1603614592716,1603614592862,146,0.8646
47,1603614593753,1603614593888,135,0.8635
48,1603614594785,1603614594978,193,0.8614
49,1603614595825,1603614595940,115,0.8655
50,1603614596850,1603614597243,393,0.8819
