0,-1,263
0,0,170706
1,0,7807
2,0,11452
3,0,9736
4,0,55164
5,0,7824
6,0,12028
7,0,9501
8,0,58253
9,0,7908
10,0,153768
11,0,7509
12,0,11641
13,0,8834
14,0,41613
15,0,7342
16,0,11846
17,0,9526
18,0,46492
19,0,7274
20,0,161836
21,0,7325
22,0,10631
23,0,8803
24,0,52114
25,0,7287
26,0,11514
27,0,9301
28,0,54720
29,0,7391
30,0,148245
31,0,7305
32,0,11083
33,0,8369
34,0,39438
35,0,6996
36,0,11438
37,0,8642
38,0,44493
39,0,7385
40,0,160304
41,0,6729
42,0,10314
43,0,8290
44,0,49621
45,0,7053
46,0,10610
47,0,8324
48,0,51211
49,0,7260
50,0,147589
51,0,6889
52,0,10694
53,0,8253
54,0,37147
55,0,6948
56,0,10901
57,0,8938
58,0,42778
59,0,7712
60,0,158484
61,0,7113
62,0,10340
63,0,8745
64,0,49124
65,0,7326
66,0,10617
67,0,8584
68,0,52155
69,0,7364
70,0,144445
71,0,6940
72,0,10070
73,0,7986
74,0,36235
75,0,7236
76,0,10957
77,0,9003
78,0,42491
79,0,7211
80,0,157291
81,0,6817
82,0,10005
83,0,8616
84,0,45739
85,0,6710
86,0,10174
87,0,8322
88,0,48206
89,0,5855
90,0,146461
91,0,6106
92,0,9279
93,0,7470
94,0,33301
95,0,6070
96,0,10350
97,0,7344
98,0,38784
99,0,6329
100,0,154709
101,0,5661
102,0,9753
103,0,7828
104,0,44374
105,0,6741
106,0,10224
107,0,8114
108,0,46922
109,0,7085
110,0,144474
111,0,7399
112,0,10498
113,0,9567
114,0,43133
115,0,9178
116,0,14561
117,0,10913
118,0,48903
119,0,8261
120,0,156006
121,0,6572
122,0,10988
123,0,9451
124,0,51331
125,0,7720
126,0,11050
127,0,8497
128,0,52359
129,0,7347
130,0,149691
131,0,5924
132,0,10125
133,0,8105
134,0,36088
135,0,6629
136,0,10432
137,0,8556
138,0,42923
139,0,6863
140,0,163235
141,0,7335
142,0,10690
143,0,10408
144,0,56681
145,0,8821
146,0,11720
147,0,10091
148,0,55564
149,0,7599
150,0,137907
151,0,6631
152,0,9791
153,0,7364
154,0,44719
155,0,6229
156,0,10161
157,0,7979
158,0,46275
159,0,6387
160,0,164240
161,0,5566
162,0,8604
163,0,7471
164,0,44485
165,0,5992
166,0,11231
167,0,9009
168,0,51182
169,0,7937
170,0,118392
171,0,10637
172,0,10510
173,0,8853
174,0,33245
175,0,8575
176,0,12594
177,0,7839
178,0,50113
179,0,4966
180,0,131108
181,0,7682
182,0,11892
183,0,9371
184,0,45016
185,0,10301
186,0,13888
187,0,10400
188,0,56892
189,0,8338
190,0,121975
191,0,6017
192,0,8192
193,0,5995
194,0,44416
195,0,4927
196,0,8051
197,0,7420
198,0,48427
199,0,17017
200,0,92050
201,0,22268
202,0,17286
203,0,15925
204,0,47727
205,0,14345
206,0,17968
207,0,16187
208,0,46856
209,0,14116
210,0,86736
211,0,12647
212,0,16254
213,0,19404
214,0,90992
215,0,7334
216,0,11094
217,0,8486
218,0,53885
219,0,7062
220,0,149052
221,0,7207
222,0,10260
223,0,9230
224,0,44749
225,0,8170
226,0,10940
227,0,9502
228,0,47811
229,0,7962
230,0,138481
231,0,7829
232,0,10638
