0,90,75791,0.7304
1,89,75416,0.7405
2,87,75490,0.7390
3,89,75434,0.7420
4,90,75664,0.7310
5,92,75426,0.7412
6,88,75495,0.7417
7,87,75438,0.7440
8,88,75504,0.7339
9,86,75362,0.7424
10,92,75453,0.7423
11,88,75341,0.7449
12,91,75617,0.7369
13,87,75382,0.7454
14,87,75306,0.7448
15,88,75170,0.7471
16,90,75411,0.7362
17,89,75167,0.7460
18,93,75233,0.7448
19,94,75165,0.7467
20,87,75351,0.7362
21,85,75231,0.7453
22,85,75223,0.7438
23,90,75106,0.7452
24,88,75425,0.7366
25,87,75280,0.7440
26,91,75303,0.7416
27,92,75180,0.7448
28,87,75439,0.7341
29,90,75212,0.7432
30,87,75175,0.7416
31,88,75177,0.7444
32,92,75446,0.7328
33,90,75142,0.7430
34,91,75095,0.7414
35,88,75041,0.7441
36,86,75299,0.7356
37,89,75126,0.7434
38,89,75223,0.7421
39,89,75040,0.7436
40,91,75319,0.7334
41,87,75089,0.7425
42,90,75185,0.7410
43,91,75045,0.7424
44,92,75246,0.7337
45,88,74962,0.7428
46,87,75103,0.7433
47,88,74949,0.7442
48,86,75243,0.7373
49,88,74959,0.7455
50,94,75051,0.7444
51,88,74831,0.7457
52,89,75074,0.7368
53,88,74878,0.7453
54,89,74964,0.7451
55,91,74911,0.7467
56,91,75152,0.7366
57,89,74963,0.7447
58,95,75059,0.7441
59,89,75061,0.7456
60,91,75232,0.7378
61,88,74993,0.7453
62,92,74933,0.7437
63,89,74978,0.7455
64,90,75002,0.7361
65,91,74834,0.7450
66,93,74897,0.7441
67,89,74846,0.7462
68,92,75043,0.7373
69,91,74807,0.7463
70,88,74744,0.7460
71,94,74673,0.7482
72,92,74913,0.7405
73,92,74784,0.7477
74,86,74857,0.7467
75,89,74797,0.7480
76,88,75011,0.7373
77,102,74784,0.7461
78,61,74830,0.7459
79,88,74811,0.7477
80,88,74967,0.7357
81,95,74770,0.7429
82,90,74800,0.7427
83,89,74793,0.7434
84,88,74979,0.7355
85,86,74700,0.7419
86,90,74765,0.7418
87,89,74699,0.7433
88,90,74934,0.7342
89,89,74783,0.7418
90,88,74742,0.7423
91,89,74703,0.7442
92,92,74826,0.7367
93,91,74566,0.7448
94,94,74597,0.7454
95,88,74505,0.7467
96,86,74663,0.7403
97,90,74409,0.7477
98,91,74530,0.7474
99,88,74431,0.7490
100,89,74745,0.7396
101,88,74539,0.7475
102,89,74608,0.7472
103,91,74569,0.7488
104,88,74782,0.7403
105,92,74616,0.7468
106,90,74607,0.7470
107,88,74603,0.7473
108,93,74840,0.7404
109,91,74627,0.7476
110,93,74610,0.7473
111,89,74589,0.7519
112,93,74651,0.7446
113,87,74296,0.7566
114,91,73871,0.7593
115,89,73710,0.7631
116,87,73595,0.7555
117,90,73556,0.7614
118,91,73967,0.7544
119,91,74252,0.7507
120,89,74874,0.7326
121,87,74707,0.7398
122,90,74764,0.7383
123,91,74644,0.7393
124,94,74878,0.7282
125,91,74705,0.7356
126,91,74743,0.7364
127,90,74700,0.7377
128,91,74913,0.7290
129,90,74670,0.7374
130,90,74656,0.7373
131,87,74619,0.7387
132,89,74833,0.7297
133,86,74735,0.7374
134,89,74713,0.7368
135,86,74702,0.7384
136,88,74957,0.7284
137,91,74767,0.7358
138,88,74816,0.7340
139,87,74725,0.7371
140,90,74966,0.7266
141,90,74723,0.7361
142,82,74823,0.7359
143,90,74465,0.7421
144,95,74411,0.7378
145,90,74328,0.7484
146,89,74303,0.7474
147,89,74314,0.7493
148,87,74501,0.7416
149,88,74503,0.7492
150,91,74581,0.7453
151,90,74593,0.7453
152,90,74964,0.7314
153,91,74846,0.7392
154,86,74900,0.7369
155,87,74787,0.7373
156,90,75121,0.7271
157,88,74988,0.7334
158,93,74988,0.7323
159,88,74935,0.7330
160,90,75138,0.7233
161,87,75050,0.7296
162,90,75133,0.7274
163,88,75072,0.7289
164,86,75324,0.7200
165,86,75146,0.7258
166,91,74781,0.7327
167,88,74594,0.7427
168,90,74535,0.7428
169,88,74089,0.7580
170,91,73825,0.7669
171,87,73623,0.7758
172,90,73573,0.7755
173,95,73303,0.7888
174,90,73231,0.7924
175,88,73589,0.7923
176,88,74354,0.7741
177,89,74120,0.7816
178,88,74139,0.7808
179,88,74018,0.7811
180,90,74391,0.7735
181,90,74072,0.7825
182,93,73983,0.7837
183,91,73974,0.7842
184,89,73969,0.7795
185,93,73297,0.7894
186,92,73337,0.7844
187,90,73370,0.7825
188,92,73606,0.7712
189,91,73489,0.7722
190,87,74015,0.7607
191,93,74450,0.7521
192,91,74757,0.7368
193,92,74606,0.7418
194,91,74673,0.7412
195,91,74652,0.7431
196,88,74816,0.7366
197,90,74592,0.7451
198,89,73511,0.7635
199,91,72645,0.7723
200,94,72307,0.7781
201,87,72035,0.7831
202,87,71838,0.7826
203,94,71858,0.7845
204,94,71820,0.7819
205,91,71800,0.7802
206,86,71761,0.7794
207,87,71812,0.7770
208,89,71683,0.7795
209,90,71597,0.7831
210,87,71699,0.7836
211,90,72053,0.7795
212,90,72585,0.7681
213,90,73538,0.7594
214,87,74945,0.7480
215,94,75202,0.7401
216,90,75198,0.7379
217,90,75344,0.7312
218,91,75031,0.7385
219,89,74991,0.7390
220,89,74796,0.7415
221,88,74760,0.7382
222,88,74390,0.7499
223,91,74377,0.7488
224,88,74265,0.7498
225,86,74484,0.7445
226,87,74268,0.7507
227,89,74439,0.7498
228,86,74493,0.7487
229,86,74710,0.7442
230,88,74661,0.7483
231,88,74667,0.7490
232,96,74786,0.7425
