0,-1,262
0,0,1891626
2,0,1239045
4,0,1480755
6,0,1316168
8,0,1787560
10,0,1280994
12,0,1505196
14,0,1284531
16,0,1784956
18,0,1271747
20,0,2037031
21,0,1064162
22,0,1253558
23,0,1028851
24,0,1689289
26,0,1262698
28,0,1487641
30,0,1288809
32,0,1778314
34,0,1251402
36,0,1998281
37,0,1047217
38,0,1189869
39,0,1009466
40,0,1656243
42,0,1232462
44,0,1462389
46,0,1249889
48,0,1741564
50,0,1221359
52,0,2036406
53,0,1017180
54,0,1209258
55,0,963924
56,0,1652403
58,0,1230509
60,0,1461061
62,0,1251181
64,0,1755088
66,0,1239778
68,0,2040446
69,0,1032450
70,0,1201009
71,0,978109
72,0,1650970
74,0,1203701
76,0,1451419
78,0,1269400
80,0,1764244
82,0,1196341
84,0,2036357
85,0,978072
86,0,1179095
87,0,977924
88,0,1622839
90,0,1158820
91,0,1158106
92,0,1168362
94,0,1660071
96,0,1227770
98,0,2006882
99,0,897349
100,0,1334516
102,0,1208592
104,0,1731932
106,0,1184290
108,0,1428765
110,0,1231815
112,0,1761986
114,0,1270924
116,0,1822093
117,0,1040113
118,0,1269709
120,0,1354792
122,0,1645211
124,0,1297039
126,0,1366182
128,0,1293217
130,0,1664061
132,0,1247177
134,0,2025133
135,0,872408
136,0,1328483
138,0,1219471
139,0,1470305
141,0,1291967
143,0,1445693
145,0,1331806
147,0,1622384
149,0,1252271
151,0,1914221
152,0,1180960
153,0,1225108
154,0,1051010
155,0,1419665
157,0,1222295
159,0,1327941
161,0,1217090
163,0,1598242
165,0,1183299
167,0,1905999
168,0,1143311
170,0,1368605
172,0,1232483
174,0,1493727
176,0,1247224
178,0,1243100
180,0,1108414
182,0,1568414
184,0,1120180
186,0,1672723
187,0,871469
188,0,1213241
190,0,1172821
192,0,1661043
194,0,1051368
195,0,1069294
196,0,1081618
197,0,1463007
199,0,1188044
201,0,1592148
202,0,885982
204,0,1306810
206,0,1143283
208,0,1602412
210,0,1158073
212,0,1456990
214,0,1463846
216,0,1770881
218,0,1241652
220,0,2030147
221,0,1104515
222,0,1320597
224,0,1327525
226,0,1663573
228,0,1262641
230,0,1374049
232,0,1207784
